@relation CommentsInstances

@attribute content string
@attribute class {1,0}

@data
'   wait  all of your likes are gone        ',1
'   apologies   you are correct   it was the  terd fumes    mea culpa  i certainly know better   sorry     ',1
'   i guess actually smiling would help with the body language       ',1
'   you really wow us with such prose    you are so stupid       ',0
'   are you saying lbj will fail covering rondo     ',1
'   mmmm    you better learn to live with us  we will be the majority  white trash  or you can go back to your foggy land of the retard royality     ',0
'   que poca mother de milenio noticias  son un fraude junto con pe a nieto  la verdad que ustedes unden a el p is  todo por el puto dinero de mierda  que bajo has caido milenio    fuck you    ',0
'   eve  i love your commentary on bachelorette    my wife makes me watch it and i wholly look forward to you skewering it the next day     ',1
'   how dare you say such a hateful thing     ',1
'   you ll be bloody miserable though     ',1
'   then you better learn english than talking trash here     ',1
'   charges were dropped   no they weren t  they were plead down   also  underwood remained with the team after his rape prostitution issue   they let him go after he beat his wife     ',1
'   my sister  i have never trolled this site  i am here only because i enjoy giving my unbiased opinions  asking questions  sparking open debates  and trying to get a feel of other people s perspective  please stop calling me a troll because i feel like you are insulting me and i have not called you out of your name at all     ',1
'   let me see maybe it was a deep cut and his doctor told him not to fight normalperson i told you before that the doctor was against it and you still ask the same stupid question  please just learn how to read it helps    ',0
'   you know  of course  that you are just another   macdouche    right     ',0
'   screw you  you have no idea what you are talking about    ',0
'    ta miami agreed and the best one available on paper is flynn  you have more to play backup in case he fails and a nd or rd on tannehill  weeden  or a flyer on a guy like case keenum gives us a far greater potential for success than we ve had in a long time     ',1
'   i would have told her broke ass norway  too    black white   it don t matter   ppl are ppl but what is done haunts black skin and as long as a negro acts like that i will always feel ashamed it s someone from my race     ',1
'   ideally  some issues that men more to one person than the other can lean in the direction of that person   where this all breaks down is when the wife takes on the role of always deciding everything   good riddance to that garbage   i am happier alone     ',1
'   oust  so they will change for the better if we start another war and fund it by cutting taxes on the rich     ',1
'   this guy is just bitching for the sake of bitching  you know how i know  i used to be the same way when i was a miserable piece of shit  i can spot it from a mile away  if i gave a shit what my favorite bands wore  then i wouldn t have any favorite bands  green day has outlasted any punk rock band in history as far as reinventing and maintaining huge success     ',0
'   i personally don t give a toss about palin  she is now just a media whore  lol  she obviously lives in your head      ',1
'   fuck you faggot go suck your beho panot abnoy s small chinese dick  if anything s left  i heard it was shot off during the coup leaving abnoy with only one ball haha buti nga si panot     ',0
'   hi elvis  totally agree with everything you said  especially jac and her messed up  misguided daughter whom she continued to bad mouth and trashing   i would never share with the world that my daughter called her dad an a  hole  like jac did   the menzos are all losers as you said  and jac is a demented drunk  she punched bozo manzo and pulled ashley hair   pretty sure she said that early this season in her talking head     ',1
'   parker had more points  assists  rebounds then westbrook despite taking less shots  how did westbrook do a terrific job on parker  lol                 thunder fans are not very bright    ',0
'   not the chickenhawks on this site    they whine like little girls about the deficit and when some needed cuts are finally make their heads blow       ',1
'   like you for slander      ',1
'   apparently little else besides unnecessary longwindedness and ignorance of the facts is required to  win a caption contest if it slams a conservative    obama killed binladen and several other terrorists    really now    and when exactly did someone hand him a rifle and throw his ass out of that helicopter over abbottabad    as i recall  our armed forces    sent into  that region  by obama s predecessor     accomplished that feat obama s insulting salvo against our governor the minute he met her and then arrogantly turning away from her  the  minute she attempted to respond  is  of course  completely ignored    as also have been her repeated pleas for him to actually take the time to visit the border to see the situation first hand before continuing to pronounce judgment on our efforts to protect  arizona from the drugrelated violence spilling into our state across the very border that obama has refused to help us protect  as is supposed to be the federal government s  i e   his  job        but    the facts don t make for cutesy suckerpunch potshots against those who actually  know them  now do they        ',1
'   because too many idiots sue to make money     ',0
'   how many terrorists are in the u k   cannot be deported because of their human rights  lets get them out st     ',1
'     don t forget the whre that is your mother  and the c um depository that is your wife    ',0
'   lol i told you already if you actually read i amnot a birther and romney is not hid anything unlike obama    ',1
'   depth lol alot of unproven players    ',1
'   i know you are speechless when you hear the truth     ',1
'   i hate whiny people  and most seem to be conservative    ',1
'   have you ever seen a vibrant pond  full of life  being slowly smothered to death by algae fed on fertilizer run off    the decline is fairly subtle in the beginning  perhaps a bit of turbidity to the water  a few dead fish  withered leaves  but then  as the algae blooms and grows  using up all the oxygen  soon nothing is left but rot    in just the same way  the ever growing reach of the government s appetite for more and more money will suck the life blood out of this country  leaving nothing but a wasteland     ',1
'   seriously dude  fuck you  i m catching up on the episodes i missed and now you ve ruined the next one for me  think before posting on the review of the previous episode next time  asshole    ',0
'   over priced and over rated for the price of a ps i could get a xbox and a blu ray player and if one broke id still have the other also you re online service sucks no cross game chat you mad     ',1
'   doesn t matter who you are you could be jay z or nas or dr dre who ever if you fuck up long enough then do some shit like this your no longer a legend period lol    ',1
'   check your zombie manual  headshots are the only cure     ',1
'   start your congressional white caucus and stop crying like a beeeeoch about it     ',0
'   maybe you just didn t listen     ',1
'   dumbing down gop  dumbing down gop  dumbing down gop you have been repeating this every three minutes for hours now  do you think repeating it over and over for hours on end makes you seem smart makes me think someone dumbed you down  but good     ',0
'   you are so ignorant but allowed to come out and share it with us     ',0
'    avclubeefdacabbef disqus i fucking predicted it last week which means i m better than the showrunner for this show  and so are you      ',1
'   rubio is not a liberal  you have us liberals confused with repubtards     ',1
'   dont you have a cross burning to go to     ',0
'   the answer to your question  as you are well aware  is   no      ',1
'   don t sell yourself short  wayne  you are a crappy actor and a pathological liar     ',0
'   it s spelled basement you idiot    ',0
'   don t worry  maybe next year     ',1
'   then go away nobody here wants to hear your bull crap   you re like the flu  just when you think you re over the worst here you come with your lib talking points that make no sense and just show how d u m b you are     ',0
'   when you get depressed  look at your beautiful water and your beautiful men     ',1
'   we better run a little farther each time we go out       ',1
'   yeah  japanese game shows are completely outrageous     ',1
'   lol       ralph you are the guys who are still in moi era       ',1
'   breaking news uf breakingnewsrussian oligarch coming to london  for olympics caught up in arms export to syria regime row   telegraph http   bit ly mpbqk    ',1
'   top of the order    big hits for all       ',1
'   you re more worried than we are about it nbsp divbr divdivgo nd    div    ',1
'   the romney people will squeeze as much blood as they can get from that turnip as they like all republicans cannot stand on substance  integrity or a positive track record   lies are really all they have as they are on the wrong side of all the issues     ',1
'   i know  i come here to tell you that you are a   piece of   shit     ',0
'   you mean the u s  state of hawaii   lovely place  been there several times   i don t blame him for going back there on vacations     ',1
'    ncsteve    dopper if i could dry hump your post i would    ',1
'   thanks for licking mine teabaggin     ',1
'   ihis father was born in america  he grandfather  yes  did go to mexico  after being born an american   facts matter   imy point is you are clueless about willard s facts you re not even curious      ',1
'   once again wilshaw is babbling away about things that are not in his job description  ofsted s role is to inspect schools and they have failed to do this consistently  their standard in social care is even worse perhaps we need to consider what ofsted s role should be  inspecting and publishing a report is clearly not working  it is not what ofsted was set up for in the first place  mission creep is a real problem for ofsted  the large oneoff cost for a widespread inspection to identify and help schools has become an ongoing and rapidly increasing cost if they are inspecting  they should also be advising and working with weaker schools  if the school does not improve  ofsted should be held to acount     ',1
'   defense is  of  discretionary  budget     ',1
'   dont say that jimdog you are a hater    ',1
'   i  top  items that needs to be fixed  remove obama from office remove democrats from office remove rinos from office   iumhummm   now that is setting some priorities regarding campaigning for the election in november pretty much what everyone who isn t a con has said the priority is for cons all along         thanx for proving us right   b       ',1
'    sammythunderer im just saying  we could have done nothing  lost kristic during the lockout  lost jeff green to heart surgery  and been much worse off     presti has a hot tub time machine    ',1
'   name me one really decent person in the union wing of the parliamentary labour party   someone who you would value as a good neighbour or seek help from  yeah  there s some clever bastards there but most have been rejected by their electorate and have been shoe horned in on the list or given an absolute sinecure of a seat     ',1
'   it is still  miles away  that isn t close     ',1
'   i m sorry but the fact is she choose to get behind the wheel and drive while intoxicated there really is no one else to blame for her actions yes maybe the ems did not do their job right but even if erica would have lived with how bad her head trama was she more the likely would have been declared brain dead so either way in the end she would have died because of ybarra s actions and she should pay for what she did if this would have been a little kid that would have died what do you think people would have wanted then i know no matter how old the person is that dies due to someone elses stupidity in the end they died and she was someones daughter and the loss the parents and friends have been put through is just heartbreaking justice needs the be served and she should get the max i feel no pity for her she should not have got behind that wheel and her kid will grow up knowing that their mother killed someone because of her actions       dont drink and drive plain and simple    ',1
'   a muslim grandma says to her daughter  oh  they blow up so fast     ',1
'   why are the hours so cheesy  opening at  p m  during the week and  p m  on saturday and sunday  but  for    you get what you pay for   last year was a joke  keep your fair  merced  stanislaus county has you beat by miles     ',1
'   well you are using half your brain    use the other half and objectively analyze the democrats   they are no better     ',1
'   hai ragione  marco travaglio era libero  non doveva per forza fare le interviste chiaccherate come dice marco travaglio     ',1
'   fact  never text a person ever  it will just confirm that you are a big time piece of shit and nobody wants anything to do with you     ',0
'   what a fucking joke     ',1
'   you seem to be one of those turd minions i see when i ve been playing diablo    ',0
'   ruby s probably stuffing his pockets with cash  that s what he s doing about it     ',1
'   did you mean    i m a retarded fuck   wrong   i think you did  now you look like a huge fucking tool    ',0
'   jimbo here think americans are a bunch of suckers  to follow for the same deception twice in a row   what a joker    ',0
'   i don t think we have a shitty team     ',1
'   anyone know what the vegas line is on how long it will take karen handel to step down from planned parenthood to spend more time with her family  komen miscalculated the fall out from this badly  great article in the atlantic that describes the situation  http   www theatlantic com politics archive   topsusangkomenofficialresignedoverplannedparenthoodcavein       ',1
'   casa to say you are not that bright is to say a bear s hits in the woods and liberals dont have the intelligence that god gave to animals     ',1
'   international treaty on drugs   you think that overrides the constitution of the united states  think again  when in the u s the constitution reigns supreme     ',1
'   i know  i called it a while ago when i had a bug in my ear  fuck luongo  i would take backstrom and his one year left way before him    ',1
'   what do you mean    he copies every fukicg comment i make idiot         ',0
'   i feel like some poor bastard saw this news report and went    oh fuck me  they went digging thereud      ',1
'     because we agree that obama  gingrich  romney and santorum are all wrong and we should not be sticking a stick in the hornet s nest  we may be able to blow the nest to bits but the individual hornets are going to lite your a up  best not to poke the hornet s nest even if you can  it just ain t worth it  if the hornets leave you alone then leave them alone  wisdom comes with age sometimes      ',1
'   what s   fucking pathetic   is considering anything you are politically opposed to as   tyranny       ',1
'    i had a witty bon mot about said elevator  aussi      ',1
'    johnderby  do you fly in your personal jet to the games or do you use a helicopter  i know parking is tight at the emirates and you wouldn t want to risk getting a dent in the   porche       ',1
'   spieletipps deteam   no comment      ',1
'    alex  lol what the hell are you on about  you clueless moron  seeing most  comments  i dont know whether you lot are being deliberately stupid or its just your ugly nature       ',0
'   ac tro gi ma hay va kho the fuck    ',1
'   i would gladly spend a few days in jail to be able to punch each and every one of those little fucks in the face and knock out a tooth or two     ',1
'   thank you again adam and john k  bye    ',1
'   don t worry  you aren t either    ',1
'   if gay marriage is so bad  why hasn t canada collapsed yet  they ve had it for seven years now  and you d think that after seven years we d have at least one pastor being arrested or one church being sued  nobody is marrying their dogs or their furniture or their siblings   where is the slippery slope  where is the disaster  where are the earthquakes  anyone     ',1
'   only if you are     ',1
'   looks like he is being thrown under the bus to cover them politically  and if the bash him   they can now demand more costly regulations that serve mainly to cost   we the people a lot more money every year   it is the same old  same old leftists bullchit brand of looking busy politics  my opinion    ',1
'   i bet this is the most action oc weekly ever got cause there dumbass bitches who aint got any stories to report  oc weekly takes iy up the ass love gabriel san s mom    ',1
'   sir you are an idiot you clearly don t anything about corporate law either in the us or here  no chairman can fire a director that has been elected by the share holders  only share holders can dismiss directors  as regard news corp you idiot  murdoch only holds  of the stock  so it wouldn t be to hard for the share holders to vote him off moron do you actually have an mba or degree in economics  if not stop making stupid posts     ',0
'   um   in short   you re an idiot  period     ',0
'   as a father to a  year old i would have done the same thing  kudos to the dad for protecting his child and i m glad that pedo is dead     ',1
'   hehehe profootballtalk     ufanthony hargrove denies voice on videotape is his http   wp me pqsbozr it s refreshing that anthony hargrove has broken out the alwayseffective eddie murphy defense http   tinyurl com cwz    ',1
'   i like it when sox work for common goal    ',1
'   ha ha fuck u wenger  fuck u gooners     ',0
'   font face  arial  verdana   size       fontspan style  color  rgb        fontfamily  verdana  helvetica  arial  sansserif  fontsize  px  lineheight  px  textalign  left  backgroundcolor  rgb          ya i m just a moron troll   spandiv style  textalign  left    font color     face  verdana  helvetica  arial  sansserif  span style  fontsize  px  lineheight  px   br span font divdiv style  textalign  left    font color     face  verdana  helvetica  arial  sansserif  span style  fontsize  px  lineheight  px   br span font divdiv style  textalign  left    font color     face  verdana  helvetica  arial  sansserif  span style  fontsize  px  lineheight  px   do not sell yourself short  you are an idiot as well  span font div    ',0
'   as comparatively wealthy as fdr was  i don t think he ever had five he had the hudson river mansion  and the vacation place at campobello where were the other three     ',1
'   your life must really suck wpgguy  walk your fat ass into oncoming traffic already     wpg traffic lol    ',0
'   if they aren t careful  they may get a real big bang        ',1
'   you must be very proud to say your team won  years ago  go devils    ',1
'   well happy birthday should we asked how many candles to blow out    ',1
'   you are a moron    ',0
'   dam n but you are stupid     ',0
'    eephusblue he certainly knows how     ',1
'   the real reason comments sections are limited   the racecard  is just smoke and mirrors the paid trolls dishonor role now with over one million seven hundred thousandposts   theyare only here for the paycheck  meddiamatters blogger trolls  spiderbotcrawler tracking  legal  google it   all hate fox  so  why do they live here proof positive they are scared out of their wits   these hacks are real  minimum  of posts          suki      aka  suki    aka  suki     recycled stats to hide                     her own words    i live in british columbia  i am canadian  some people on here get                    a little mad when we interfere   well  there goes your credibility           datadawg    aka   norman      aka  dr dumpy   now recycled  s                     as dr dumpy hijacked    the obsidian order                      datadawg hijacking any avatar he can to disrupt  lastest hijackings                     frank     rclawrence     vee twin         you betcha    aka  you betcha   aka obamauntil     recycles          marya        likes    f   in any institution  which is where she belongs          arealconservati   aka    realconservati      recycled to hide  likes            mittens the mexican romneycare   likes      likes    utter failure          farfaraway      the very definition of a ranter          gayatheist    dems especially love this loser   likes   lol         yallarepathetic    aka   yerpathetic    recycled stats now          nome     low meddiamatters employment number  and what a filthy mouth          jess     aka  keith    aka   nick    aka  repulicanfilth                       robinhooded           recycles all his stats to hide     crawler tracked                     disqus killed republicanfilth             moderate    aka   moderate     in  mos   likes   has new one  why                     in his own words    i got the dreaded you are blocked message      on  name          gover     recycled stats to hide    also uses  http   disqus com obama fail          flopdog   claims over   million posts in  yrs to usenet      likes     lol         bardfast   aka  canadian     trying to hide  same ip  crawler tracked          ameraclowns    now     recycles stats to hide   admitted canadian         raptoraddict    aka  raptoraddict    recycles stats to hide          otisb driftwood    aka  professorwagstaff      same ip  crawlertrac          independent az   so far left  the liberals have his picture on their wall   likes          colmark   another rascist the dems can be proud of         markgolem     made over   posts in  mo     likes lol  paralegal          righeouswind     bag     caps lock screamer   likes            captainchaos   developmentaly  challenged   likes rating  a real genius          cheneylied      aka   imveritas      same ip   crawler tracked          letsgobyfacts     aka  justthefacts     aka  jstdafacts           indithunker  isbaaaaack    never had an independent lucid thought in his life         hazeegrey       hazeegrey    recycled stats to hide  same ip  crawlertrac          jammer    only thing that you can say about this dufus is he is a zero         ogdrujahad     never a fact to back up a thing  offers he is gay for some reason         truthtellernow      narcissism personified         dr bumpy   self absorbed   still in denial about  election results          keysersose   avgs  posts a day      likes         forfoxxsake  aka   for fox sakes   trying to hide          kenwhite        peer reviewed likes          stination   filthy mouth and zero head knowledge         tallmike     fox registered  aka  tallmike  disqus registered            southernlung      southernblowhard          shelbyanne   recycled stats to hide   aka   anneshelby    likes                       aka  shelby anne  recycled stats  aka   shelbyfromhomepa            not a foxtard       consumate purveyor of false facts and drivle         footlongterd indeed filthiest mouth online  over   in the last  days  up and comers    working hard to get into the top           alphacat  aka  alphacat    alphacat    recycled stats to hide         kathy        now         recycles stats to hide         mynameisearlene  freak who thinks i am sooner  lol  avg  posts a day          rt     inane joke   likes       failing grade anywhere          urdisturbed         teabagenjeebus   one sick puppy          freeloadnfreddy         roosterthegoat    and a goat indeed he is baaaaaa          usegodforpower   aka  usegodforpower     recycle his stats to hide          pjconn      self proclaimed genius  rabid anti mormon zealot   sick puppy         sueboo     fox registered  aka  sueboo     disqus reg   same ip          zapdam      aka   zappdam      recycles stats    same ip   likes         cobrathesuckingdickweed    approval rating         mbiggmiike         topoftherock         casamiller       posts a month   now   now recycled to hide         brightrworld   aka   brighterworld      aka   foxtards crack me up                     aka    foxkilledbrightrworld        recycles his stats to hide           micheleishot    says he is retiring   lol  don t they all         adapto        recycler of stats to hide          danglingbags   aka    danglingbags  nd account            lifeseeker      chicago based  what a surprise  say howdy to rham emanuel         scienceisreal         tahoe         virtual mind probe   been probed too much on the callipygian side          eight ball      no posts in  months     fired for missing quota          oldgrunt      needy  loves attention         izzykiddnya         bubda     immature and a filthy mouth   terrible   like   ratings even from trolls         chinesecentury     pure narcissist     race baiter  dems love her          americatortures         mamatrucker      now      recycled stats to hide     butch             starbursts    self absorbed narcissist           atomicpunk   claims to be republican     but tears them down all the time            otherside      a day slug           downbound           majorfrankburns           gobama           plignurpher   trying to build himself up by tearing others down  all he does            trentmadcat       likes       peer reviewed w trolls included   failure           uhhhhh           jaim           toonces          smug and self absorbed           proudandtrue    rabid antimormon racist           squid           madhattertc   aka   madhattertc    aka   madhattertc lives again                     aka  unaticinmyheadhttp   disqus com lunaticinmyhead      recycles his stats             easyrawlins   aka  easyrawlins     just recycled his stats to hide   lol           haleda           independentwa    rabid  ranting  leftist feminist  filthy mouth  likes           lageorgia           chepburn   ic   mr  negative             cimarron           orange           chewyivan       never had a topic he didn t think his opinion was the best   lol           jhnjul       likes         another one intellectually bankrupt            crosswalkuser           alterego           mike o brien  screams he is a republican   not   read his activity            unknownliberal           mooselover           daveydavey           redditdotcom    aka   reddit dotcom     both blocked  banned                vernon willis     cybertoughguy   pollywog   consumate griper            bma      vuglar nimwit    likes      lol    intellectually bankrupt            usn           freedomeagleone        caps screamer  thinks it makes him smarter  lol           myrna minkoffkatz   cut  paster  a day  filthy mouth  joan crawford poser            ctowngambler           elucidated     self absorbed          likes      failure           robertc     scraped the bottom of the barrel with this one  read his activity            easyrawlins           dave       likes         abject failure   climbing the troll ladder daily           glmm           patriot priest     no patriot    and for sure no priest           tradertom           doobiedotoo     without a doubt one catatonic ranter           sdd  fox link addy        aka   sdd  disqus link addy             jimmydunn           unhueman    now       recycled stats to hide  cut  paste fanatic on the radar   racing for   when the  cents a rant pay increase kicks in            eugenewillet     aka   eugene willet           chevelle     just another self absorbed filthy mouth            anaransol   abuseroffacts  likes       percent peer approval  failure           billybear       a day like clockwork  even from his cell phone lol  desparate           rzarc      historical revisionist           seventyeight           thomaszabel    rabid antimorman and fanatic            jimmyjames           chugach  tacit bender of the truth  self absorbed            ghostofzzlash    wow  what a filty mouth this one has  racist  biggot           mydearwormwood     only my opinion matters    according to him  lol           ron           morningjoe     alinsky devotee  blame everyone else            illnews    cut his teeth on teenie chat rooms     still treating a forum like one           afrocraft     racisit much            anonymouslulz   all ffuuckin vets die sooner or later  yup he said it            m  j          parrot             glenntx     just another filthy mouth  exposing his immaturity           goparefools    faithful aljazeerahreader  see his profile site visits             budtarken   rabid ranting anti mormon and bigot            wetoldyouso       likes   intellectually bankrupt  read his activity  see why            coloradoskier  one of the worst cases of  in denial  yet            correctingerrors    likes           f           awolgerogeb  now     likes      lol  intellectually bankrupt            bunker     preprovided posts master           realthought    another new hire working hard to move up in rankdishonorable mentions      lots of new hires  filthy mouths            kayfabe          for the filthy mouth             brian norwood    loves to see his real name in print   narcissist            richhappylib      self absorbed narcissist  obsessive compulsive            exrepublicannow  for mass spamming like a child            dbjoc           besosue   filthy mouth   ms negative   roots are showing            zizi jeanmer    new hire cut  paster fanatic           txdude     just another filthy liberal mouth  borrows his posts from other trolls           in dog we trust   filthy mouth   likes        lol     idolizes suki           foxwhat     consumate bush basher  old news chump           railboxcal    consumate bender of the truth   laughs at his own posts  child            heavymetalcobra    filthy mouth and uses mynameisearlene for credibility             smpleton     that s simpleton  rabid ranting new hire           barkingapple   likes   failing grade in any insitution           knee jerk conservative  outrage    aka  obama or bust    hiding           rage   cut and paster with a filthy mouth to boot  rageneeds some meds            jesus is a myth           helloyoohoo    posts in  days    aka     hello yoohoo                      gay jesus     one sick puppy  admitted meddia matters hack                     jihnny   rabid cut and paster    approvals  lol                   technoabc       paranoid  he s had  names  recycles his stats once a week                     kia tut    new hire    with a filthy mouth                     keenwa    massive cut and paste preprovided rants specialist                     foxnationassholes       desparate for someone to notice him     ',1
'   i would love to hear that speech     ',1
'   what are your picks     ',1
'   i wonder how bo feels when no one bows for him   idiot president we have      ',1
'   you are a moron  kenny    ',0
'   yes  it was a reenactment of the   big bang   theory     ',1
'   ajajajajajajakaque droga usas oyes       iooo quierotratarla weeeeeestas que rebotas de pendejo weeeejoy joy joy    ',1
'    adrian it s funny when i hear teachoads talk about voting for newt  it doesn t annoy my  it entertains me  like a monkey playing with his poop or a dog eating it s own vomit     ',1
'   at least i pay taxes  regrettably to keep bludgers like you  my game ford  i m a rich prick  made my dough by hard work  you should try it sometime     ',0
'   love the chairs too   and the white leather sofa     ',1
'    ericaz maybe they have decided that redefining incest and date rape as consensual sex would be received better by the general public     ',1
'   qka i ka bo barcelona tere keto  vite terror realit asnje kup sja ka lene mu gezu e as me shiju ja paten nis me harru edhe kupa qfare oshte  ec more idiot palo mos shit filozofina se barca juve jeten jau ka nzi      ',1
'    pbreaker did that and still no luck        ',1
'    reino tea party murder suicide is not freedom my friend    ',1
'   if he was jail in  years and this was first cell phone ever  how would he know to call      ',1
'   ahah ur fuckin retarded for beliveing itwho ever believes it is fucking retarded as fuckkkkkkkkkkkk    ',0
'   butt scales sound like a big problem   you all should go see your doctors and get treatments for that     ',1
'   get rid of this fuckin player plz so slowww    ',1
'   hey moron   soonantx    i hope you wore your favorite tin foil hat when you typed your comment     ',0
'   some of you morons and your comments are breath takingly stupid  you blame everything on bush no matter how many years ago it was  as if you re all some economic free lance experts  please  keep posting your silly comments  it s giving us common sense people a good laugh     ',0
'    kick ass suuuure you will  because you know all the places in l a  hiring an accomplished sound designer audio engineer editor     ',1
'   also              that developing and emerging nations are now rushing to become   enriched   and to drink from the fountain of plenty  is not a bad thing  however  that they are doing so on the backs of their lowly paid and generally ignorant citizenry  and which comparative labor pricing advantage  effectively eliminates the jobs of once great and productive workforces in other nations  is a truly significant and global problem                does this mean that suddenly the american worker should be willing to live at a standard of living that is more the norm in an emerging marketplace     this could be the dynamic for all american workers if there is a   walker   win in winsconsin    ',1
'   wounder if obots learned anything from hereing  klayman explan in detail what a nbc is and it aint what these obots say it is  like rubio is can not be vp    ',1
'   i m the bmf     who s the bitch now  motherfucker       ',0
'   how can you call african americans and white americans stupid    and we are not shown the so called   expensive   clothes they wear  i mean it s not our fucking fault  i mean shit all i see on t v  and the internet is what i see     it s not our fault  and also it s not that fucking serious      ',1
'   some people take things to far but they will learn to keep gob shut next time    ',1
'   your kitty cats are the cutest    thank you for your lovely comment  hearts charlotte elizabeth x x x    ',1
'   i want to fuck your face    ',0
'   the pac  originally wanted  schools from the big  but only colorado jumped   nebraska was getting nervous about being left behind and started talking to the bg    ',1
'   theriot remembering that he used to be a base stealer     ',1
'   you never saw  animal house              ',1
'   they have no chemical companies or nuclear plants    right    and it s not like we ve caught their agents getting ready to blow anything up or anything  right    so sure  then you have absolutely nothing to worry about  unless they              oh  oh  should i cut the red wire or the blue wire       is that a political thing or are explosives just naturally bipartisan     ',1
'   yes this idiot   annelli gots to go         did you call her a gorilla lol  i m done     ',0
'   all of you dumb turds just lost that argument     ',0
'   yeah  right  sure believe that  you pudding     ',1
'   more solider  are you retarded     ',0
'   porque tu vida es una mierda y te ves reflejado     ',1
'   are you shure neil s last name isn t  moron   tucker looks like you  should get another visit from jon stewart    ',0
'   you are a filthy p ig    ',0
'   no matter how much the politicians cut the military budget  they are continuing to spend money at  an astronomical rate    while the military budget is much too high  the truly destructive expenditures are medicare  medicaid and social security payments unless these and other social welfare payments are cut to the bone  are debt will continue to spiral out of control and in just a few years we will only be able to afford the interest payments on our national debt right now  the government is priinting money to pay our debts  inflation is on the rise and our currancy is slowly being devalued  in just a few years  the government will be forced to print even more money at a faster pace such  that our currency will be worthless what is happening is greece will seem like a picnic in this country when the  state supported portion of our  population takes to the streets to vent their frustration at the completely corrupt politicians who let obama get away with this debacle  the man is a corrupt politician to the core and is only interested in maintaining power he is doing this by appealing to the equally corrupt public sector employees  such as teachers  cops  firemen  city  state and federal employees  along with the elderly and lazy  welfare recipients  who suck up freebee handouts from the state     ',1
'   yes  that is how i remember it  i wonder why josh can t understand that  it seems pretty simple to me     ',1
'   gay  douch e turd fuck     ',0
'   serious  software aside   how is this phone not far superior to the nexus  hell how is the gs not superior to the nexus     ',1
'   hey tito decides to talk more crap  go jump off a tall building you dickless wonder     ',0
'   he was washed up when he came to the cavs  he had one good year and you expect  every night     ',1
'   the retina display one comes with ssd only big fat liar    ',0
'    gregariousred the gop doesn t listen to what the people want   they listen to that  and the bible     ',1
'   no he s going to get on that  mothership that picks up only black people with farrakhann to go build more pyramids for space aliens remember     ',1
'   ok  off you go     ',1
'   like your pictures   follow     ',1
'   yes  now we re talking  lots of good ideas  but many i think would be rejected as   tax increases   by republicans  and lobbyists would fight them all and congress on both sides would fight them  do you think romney orobama would be be more open to your proposals     ',1
'    rourke needs to give me a fucking like   lambeauorwrigley   aciddragon  reesy s thermos dented   reminds me of a killer line from   horrible bosses       jennifer anniston s horny dentist character reports watching some beefcake guy on tv and       fingering  her self so hard   she  broke a nail       ',1
'   hey fucko  i tried snafu parts when they just came out their tires like the rimjob and the fat seat they had at the time were fucking horrible i haven t brought a product since word has it snafu hasn t improved hardly a bit since then so fuck snafu and jerry bagley     ',0
'   lol  i am the adult and you are the childish coward hiding behind a phony username  you are the one hiding behind your mothers computer     ',0
'   fuck u asshole start counting your days asshole  cause soon u are gonna end up on the dinner table too  your days are   numbered  exactly  days is what you got too live u motherfucker  god is watching you always and u will regret it and he s watching you and your life s gonna become so miserable die in hell u fucking demon    ',0
'    passtravelfool suck it republiklans    ',1
'   hi circum i see no problem with that of dogs and foxes in england  as nobody seems to see any problem  as if ti could  ahahahahah  when the lions torn to shreds zebras and other animals for example it s nature but the pathetic twisted postmodernistpoliticallycorrect idiots want to regulate everything they can regulate their fat a ses     ',1
'   they re against abortions in the case of rape because jesus was conceived by god raping mary     ',1
'   nothing like imitating a sex offender for laughs   ha ha   i might be a rapist asshole     ',1
'   i certainly hope that intelligent thinking americans are paying attention to how their representatives are voting    it is imperative that we find those who are leaning to port in regards to tax increases  budget increases rather then cuts in intelligent areas other then defense  in favor of raising debt ceilings and if up for reelection are putting them in their crosshairs for replacement disclaimer  the term    crosshairs    used in fore writtenstatement was in no way implied that removal would be by any other means otherthen ballots  not to be construed with bullets   it also is not meant to implythat any sort of weapon which emits projectiles such as but not limited to  anyand all handguns of all calibers including but not limited to revolvers semiautomatics  single shot derringers  overunder  shot derringers  riflesof all calibers including but not limited to single shot  overunderrifle shotgun combinations  bolt action lever action  semiautomatic  fullyautomatic  explosive devices including but not limited to dynamite  cplastic explosives  nitroglycerin  chemical or improvised explosive devices land mines  claymores  arrow slinging devices to include but not limited tolong bow  cross bow  compound bow  air powered projectile devices to includebut not limited to crossman co powered and pump  daisy air rifles to includebut not limited to the    red rider    model  sling shots including but not limitedto wrist rocket  home made rubber bands  blow guns of any design                        i think that about covers it     ',1
'   i love your unoriginality         ',0
'   i am a electronic product loving people  i like your bolg post  thanks a lot for your great shearing     ',1
'   prove your american and you can vote all you want  get it     ',1
'   where does it say that their actions were in the name of islam  where does it say that their crimes were anything to do with their religion or ethnic background  nonmuslims commit rape and kidnapping  look at that josef fritzl from austria a few years ago  he locked up his daughter for years and had children with her after raping her  why do you seem to think that there s a correlation between their religion and their crimes     ',1
'   go do whatever  pray tell  gay atheists do        ',1
'   let me ask you a question     you like fishticks     ',1
'   it s funny the   big    would claim   naming rights   after stealing the whole   big    thing from the big ten because they were too stupid to think of their own brand name     ',1
